country,year,regime,defence_gdp,threat_land_log,threat_score_log,debt_gdp,deficit_gdp,gdp_growth,immigration_rate,gov_left_right,gov_eu_position,election_year
GB,2022,4,2.05691855462534,3.53785791706169,4.3352910420973325,97.510528,-4.599277,5.14970388522993,NA,7.4261,2.3243,0
GB,2023,4,2.23063973904322,3.422492508863573,4.626716642591564,98.869217,-6.046188,0.271650048355255,NA,7.4261,2.3243,0
GR,1995,1,3.09663675025723,5.852429647953113,6.208550388885814,100.386622,-9.868235,NA,NA,4.4968,9.2535,0
GR,1996,1,3.23732069026365,0.5539907415369993,4.738216634816203,103.724168,-8.350544,1.4,NA,4.4968,9.2535,1
GR,1997,1,3.29602741401833,1.3837376334148244,4.539093609067066,102.5989,-6.247684,3.6,NA,4.4968,9.2535,0
GR,1998,1,3.45541464568208,4.581002760382426,5.194135778167344,100.785226,-6.484637,3.4,10.886400299254202,4.4968,9.2535,0
GR,1999,1,3.49420868804542,4.953272000393167,5.299646581716197,102.842976,-6.024031,2.7,7.880240809068449,4.4968,9.2535,0
GR,2000,1,3.59479870587568,0.7522708722829671,3.649507793709259,108.854064,-4.214857,4.1,10.138713969962026,4.4968,9.2535,1
GR,2001,1,3.35627566229104,3.2476999246289386,4.242945620308731,110.534751,-5.642345,4.7,9.087403097216137,4.4968,9.2535,0
GR,2002,1,3.16565671755075,0.1673665609190622,4.320310123670958,107.871315,-6.19689,4.7,6.173613926321105,4.4968,9.2535,0
GR,2003,1,2.56278132746133,0,4.051022581244079,104.25857,-8.04671,5.8,5.784383511195271,4.4968,9.2535,0
GR,2004,1,2.67202808458836,0.006748152583640748,4.584117395297594,105.493126,-9.052689,5.4,6.11231668694173,6.7365,8.9869,1
GR,2005,2,2.90167987543818,1.402744008627987,4.38652946984136,109.858944,-6.32992,1.2,6.4661412051436695,6.7365,8.9869,0
GR,2006,2,2.82969288184235,0.020260129742015506,5.191250331430591,105.334185,-6.044828,6.4,5.733360133964384,6.7365,8.9869,0
GR,2007,2,2.71917513817491,0,4.4979561191019055,104.637156,-6.806878,3.5,5.735588448286736,6.7365,8.9869,1
GR,2008,2,3.02372412926418,0,4.504410518384322,110.907306,-10.314767,0.1,6.014770719695809,6.7365,8.9869,0
GR,2009,2,3.26904009456305,0.08957496920650057,4.377148255344658,128.481845,-15.423608,-4.1,5.282951523446461,4.4968,9.2535,1
GR,2010,2,2.75678087939637,0,3.7877318323154183,147.846174,-11.424457,-5.7,5.437577888298434,4.4968,9.2535,0
GR,2011,2,2.52021146748907,0.49551921202978283,5.304901875279853,175.075562,-10.49957,-9.9,NA,5.5231560150375945,8.770180075187971,0
GR,2012,2,2.47639628901893,0.7060940109114873,7.8740914591751014,164.278496,-6.937093,-8.3,5.256158714318292,5.997222905027932,8.951818994413408,1
GR,2013,2,2.39130807647224,0.028833527226985747,8.254931301407954,180.509547,-4.05892,-2.3,5.277410595221896,6.2802648148148155,9.041207407407407,0
GR,2014,3,2.36784026258467,0.9912972749308951,8.21632908004638,182.823596,-4.292453,0.8,5.416872355381633,6.2802648148148155,9.041207407407407,0
GR,2015,3,2.47743424261411,0,7.832378149048795,180.000548,-3.030858,-0.2,5.957270821953808,3.368582098765432,6.749949382716051,1
GR,2016,3,2.57279833754101,0.7107284558140915,7.62040735250616,183.674818,0.280119,0,10.88611851521343,3.368582098765432,6.749949382716051,0
GR,2017,3,2.556623889921,1.5253124014390904,7.18628547440464,182.623052,1.054531,1.5,10.482999482513561,3.368582098765432,6.749949382716051,0
GR,2018,3,2.70054108209766,0.46628280416249257,6.512830635314169,189.552792,0.778448,2.1,11.201390862723363,3.368582098765432,6.749949382716051,0
GR,2019,3,2.59648367110305,0.01265751922505035,6.328646317374375,183.690589,-0.085877,2.3,12.172675808185506,2.8947,7.1382,1
GR,2020,3,3.02310765728834,0.0015372091026336413,5.742032294204127,209.926908,-10.367127,-9.2,7.93595079655854,2.8947,7.1382,0
GR,2021,3,3.80247367841764,0.018407718333753268,5.153135275550278,197.805578,-7.755688,8.7,5.411476878441858,2.8947,7.1382,0
GR,2022,4,4.00035246143373,5.813650198961327,7.092800063789007,179.169645,-2.571873,5.5,9.11655519738947,2.8947,7.1382,0
GR,2023,4,2.88325472633445,5.802577075821533,7.7426059826767855,165.534654,-1.439786,2.1,11.208659829176836,6.7364999999999995,8.9869,1
HR,1995,1,9.10152769738719,6.7700636115882045,6.838137722045139,NA,-4.230352,NA,NA,NA,NA,0
HR,1996,1,8.07513154938036,0.5664537393749055,3.555489234034951,NA,-4.406182,6.1,NA,NA,NA,0
HR,1997,1,7.47805189562736,1.2665549377848146,3.524561271329046,NA,-4.934156,6.2,NA,NA,NA,0
HR,1998,1,5.54555805177024,4.58032697815965,5.006001735196325,23.32914,-6.360497,2.3,11.414182469981123,NA,NA,0
HR,1999,1,4.38306728344479,4.996790350159616,5.18570283785056,30.007212,-11.110444,-0.8,7.268976423866803,NA,NA,0
HR,2000,1,3.0245823570935,0.6059568755022469,3.266257361140043,35.433531,-9.197196,2.9,NA,4.777405376344086,7.375009677419355,1
HR,2001,1,2.70575135487786,3.028132825861455,3.5781968445356793,36.587591,-4.791505,3.1,5.68397958190681,4.838362921348315,7.292515730337079,0
HR,2002,1,2.70880829294998,0.2111401240721362,3.1083806160177456,36.452753,-4.898226,5.8,4.730003107657333,3.968958461538462,8.10660153846154,0
HR,2003,1,2.02614735279736,0,3.234909781558978,37.843848,-5.027919,5.6,4.286493376665124,7.1053,7.1053,1
HR,2004,1,1.74038789534115,0.008539170002173177,3.3702203510254964,39.959266,-6.093717,4.2,4.269431977193156,7.1053,7.1053,0
HR,2005,2,1.74403729145943,0.4372746863135541,2.9679348654649234,40.900522,-3.242489,4.3,NA,7.1053,7.1053,0
HR,2006,2,1.66641016588365,0.022911400954171317,3.4645182051058967,38.381787,-2.001114,5.1,3.473169890135321,7.1053,7.1053,0
HR,2007,2,1.61077866472529,0,3.2914123277018175,37.085134,-2.269249,5,3.3897990740762207,7.1053,7.1053,1
HR,2008,2,1.82315444519083,0,3.1595840643608093,38.920156,-2.334114,2,3.915382469299974,6.890966233766233,7.023296103896104,0
HR,2009,2,1.77217858246391,0.13947681703948206,3.2839453005193926,47.921889,-7.151074,-6.8,3.0658063629925874,6.890966233766233,7.023296103896104,0
HR,2010,2,1.66618616230333,0,2.7658007323538936,56.808649,-6.451033,-1.3,2.055848139615468,6.882911999999999,7.074911999999999,0
HR,2011,2,1.73660237614066,0.0939880532134889,4.179923500051613,63.149542,-7.51317,-0.1,1.9893437007340804,3.015483116883117,8.81861818181818,1
HR,2012,2,1.65593775106979,0.23221080713584832,5.913414807943929,68.85183,-5.456656,-2.2,2.0951902532843905,3.015483116883117,8.81861818181818,0
HR,2013,2,1.60780875391152,0.0310854522608065,6.273917443068667,79.490457,-5.514425,-0.1,2.443145315354785,3.015483116883117,8.81861818181818,0
HR,2014,3,1.80811715937665,1.0191971375114546,6.331024967579109,83.231033,-5.193011,-0.6,2.5222684198147207,3.015483116883117,8.81861818181818,0
HR,2015,3,1.7487025038306,0,5.971794353337596,82.779011,-3.531088,2.3,2.799865579663782,3.015483116883117,8.81861818181818,1
HR,2016,3,1.58922538500355,0.235796586134544,5.788059142117396,79.261447,-1.035614,3.5,3.3852846023410144,7.186449275362319,7.324130434782608,1
HR,2017,3,1.63316629446653,0.46832833225308357,5.289664965155181,76.174448,0.807496,3.3,3.813160294196607,6.428602857142857,7.342141428571428,0
HR,2018,3,1.54234055565076,0.12569685405665754,4.606008076181398,72.846966,0.220809,2.9,6.484003227428861,6.428602857142857,7.342141428571428,0
HR,2019,3,1.6036107424916,0.06036845407712789,4.676872402331509,70.881126,2.315187,3.1,9.5059410241602,6.428602857142857,7.342141428571428,0
HR,2020,3,1.69659501985338,0.0033556789438238424,4.145200407550254,86.475515,-7.240516,-8.3,8.494701044435875,6.4709432432432425,6.665537837837838,1
HR,2021,3,1.97150113166485,0.025076553155733112,3.455246079473938,78.204957,-2.56993,12.6,9.224700785455838,6.4709432432432425,6.665537837837838,0
HR,2022,4,1.80285265162096,5.630400037243102,6.567739415995383,68.546751,0.140651,7.3,15.00968980958262,6.4709432432432425,6.665537837837838,0
HR,2023,4,1.70663158780592,5.555925679471072,6.953640082774411,60.949272,-0.785482,3.8,18.02075050624608,6.4709432432432425,6.665537837837838,0
HU,1995,1,1.3139594616011,6.517581512514702,6.591056794718806,83.868392,-8.570899,NA,NA,3.145236690647482,9.68911510791367,0
HU,1996,1,1.24968177456491,0.46133708111328553,3.526538744306371,71.16823,-4.360066,0.1,NA,3.145236690647482,9.68911510791367,0
HU,1997,1,1.46833921798512,0.9880312383080094,3.420638266349418,62.195736,-5.538787,3,NA,3.145236690647482,9.68911510791367,0
HU,1998,1,1.26775175126137,4.156734326409747,4.609985354221872,60.422119,-7.41252,3.8,1.6799089158424878,7.0962,6.108630046948357,1
HU,1999,1,1.42990268770239,4.679587806056583,4.875557183930587,60.296603,-5.267326,3.1,2.089254937086333,7.0962,6.108630046948357,0
HU,2000,1,1.51420984744636,0.43777286188673087,2.827536113555228,55.637609,-3.037685,4.4,2.1254897940096527,7.0962,6.108630046948357,0
HU,2001,1,1.57074717283351,2.6031862221714976,3.181785347702284,52.20472,-3.99568,4.1,2.164544604481163,7.0962,6.108630046948357,0
HU,2002,1,1.5956687712714,0.33542998145333525,2.7515566227941406,55.556735,-8.794131,4.7,1.9513795432720258,2.984562626262626,9.66989191919192,1
HU,2003,1,1.64521118628476,0,2.8730348142133986,58.174428,-7.191051,3.9,2.102764622284237,2.984562626262626,9.66989191919192,0
HU,2004,1,1.47344940256568,0.004916165733148442,3.156609166201514,58.907097,-6.597284,5,2.401761357559578,2.984562626262626,9.66989191919192,0
HU,2005,2,1.4112437788596,0.35645822548146044,2.9281230586328153,60.578757,-7.786606,4.3,2.7551240404973525,2.984562626262626,9.66989191919192,0
HU,2006,2,1.21974188828371,0.04813121484956679,3.32571701033538,64.488944,-9.268702,3.9,2.5536439393480785,2.9782619047619043,9.669138095238097,1
HU,2007,2,1.2677875208247,0,3.104128522955271,65.579937,-5.085305,0.3,2.4200891740423707,2.9782619047619043,9.669138095238097,0
HU,2008,2,1.18049340457337,0,3.069824126171165,71.801081,-3.784907,1,3.7481828749295327,2.8743,9.6567,0
HU,2009,2,1.12823884115794,0.26888544846512136,3.0458522337802885,78.188368,-4.759277,-6.7,2.7807865137735863,2.8743,9.6567,0
HU,2010,2,1.02413363369774,0,2.6112573364860565,80.174301,-4.436197,1.1,2.5482498868620587,6.660480608365019,6.507395057034222,1
HU,2011,2,1.03876980779352,0.06720115739495965,3.7507887668463757,80.468347,-5.219832,1.9,2.805806129992403,6.660480608365019,6.507395057034222,0
HU,2012,2,1.0292472545828,0.2634723117669542,5.842289136080298,78.363984,-2.330587,-1.3,3.393299888994329,6.660480608365019,6.507395057034222,0
HU,2013,2,0.943669886878651,0.06514226968250833,6.203153572696767,77.220233,-2.598216,2,3.9380510851165966,6.660480608365019,6.507395057034222,0
HU,2014,3,0.857233093600132,1.5620400084633992,6.370704156958027,76.490502,-2.772976,4.3,5.541096201230897,6.646273684210526,6.520345112781955,1
HU,2015,3,0.904216708106145,0,6.016690252010235,75.724127,-2.002875,3.7,5.943851265982047,6.646273684210526,6.520345112781955,0
HU,2016,3,0.999116487545317,0.30850878616332084,5.793903772349982,74.645886,-1.791646,2.4,5.4826081746058035,6.646273684210526,6.520345112781955,0
HU,2017,3,1.19169678184034,0.3650718648378889,5.29658394693488,72.001639,-2.45493,4.1,6.988808973273427,6.646273684210526,6.520345112781955,0
HU,2018,3,1.00220452852258,0.11118974190573273,4.598905632760089,68.816159,-2.046416,5.6,8.538186707269304,6.646273684210526,6.520345112781955,1
HU,2019,3,1.32782522734016,0.05392597081243157,4.618801549493976,64.988431,-2.024293,5.1,9.131805788538713,6.646273684210526,6.520345112781955,0
HU,2020,3,1.74628152413286,0.006173842347798134,4.089466043539151,78.686601,-7.48686,-4.3,7.788943271475892,6.646273684210526,6.520345112781955,0
HU,2021,3,1.31520993597457,0.05203795713993317,3.611929566926443,76.214669,-7.110069,7.2,8.337701411216395,6.646273684210526,6.520345112781955,0
HU,2022,4,1.83314817173654,6.355078071889119,7.232096718702155,74.080568,-6.190228,4.2,9.796467432219025,7.400000000000001,5.8333,1
HU,2023,4,2.04951096796972,6.272466242165229,7.56324130812787,73.233913,-6.77292,-0.8,10.020267207125523,7.400000000000001,5.8333,0
IT,1995,1,1.45963717676225,6.353932189990445,6.643889159392513,119.087612,-7.198528,NA,NA,7.533279888268157,4.564343854748603,0
IT,1996,1,1.58142783542643,0.5095662598755406,4.394158594072481,118.896392,-6.608287,1.3,NA,3.760836458333333,8.743969444444446,1
