country,year,regime,threat_land_log,threat_score_log,gpr_mean
GB,2018,3,0.008915015477162683,1.8527634152033106,1.0689780513445537
GB,2019,3,0.5265890341390446,2.2898755163894178,0.9725230584541956
GB,2020,3,0.018629694382154234,1.7570914523665313,0.7453187753756841
GB,2021,3,0.010978860973860366,1.1710055419006635,0.8197903831799825
GB,2022,4,3.53785791706169,4.3352910420973325,1.7720248301823933
GB,2023,4,3.422492508863573,4.626716642591564,1.2341475437084835
HU,1995,1,6.517581512514702,6.591056794718806,0.042291074991226196
HU,1996,1,0.46133708111328553,3.526538744306371,0.030715999426320195
HU,1997,1,0.9880312383080094,3.420638266349418,0.039285156332577266
HU,1998,1,4.156734326409747,4.609985354221872,0.018142787739634514
HU,1999,1,4.679587806056583,4.875557183930587,0.05368556322840353
HU,2000,1,0.43777286188673087,2.827536113555228,0.014190565969329327
HU,2001,1,2.6031862221714976,3.181785347702284,0.03217130798536042
HU,2002,1,0.33542998145333525,2.7515566227941406,0.019906305397550266
HU,2003,1,0,2.8730348142133986,0.024780183215625584
HU,2004,1,0.004916165733148442,3.156609166201514,0.01287574014471223
HU,2005,2,0.35645822548146044,2.9281230586328153,0.009728547166256854
HU,2006,2,0.04813121484956679,3.32571701033538,0.013298341150706014
HU,2007,2,0,3.104128522955271,0.01080810542528828
HU,2008,2,0,3.069824126171165,0.010877927338394025
HU,2009,2,0.26888544846512136,3.0458522337802885,0.010139544494450092
HU,2010,2,0,2.6112573364860565,0.008080896087146053
HU,2011,2,0.06720115739495965,3.7507887668463757,0.006062166532501578
HU,2012,2,0.2634723117669542,5.842289136080298,0.00910893230078121
HU,2013,2,0.06514226968250833,6.203153572696767,0.005677605338860303
HU,2014,3,1.5620400084633992,6.370704156958027,0.04233468339468042
HU,2015,3,0,6.016690252010235,0.05643506099780401
HU,2016,3,0.30850878616332084,5.793903772349982,0.0402956532780081
HU,2017,3,0.3650718648378889,5.29658394693488,0.026346048340201378
HU,2018,3,0.11118974190573273,4.598905632760089,0.029317584858896833
HU,2019,3,0.05392597081243157,4.618801549493976,0.030125843283409875
HU,2020,3,0.006173842347798134,4.089466043539151,0.024650079275791843
HU,2021,3,0.05203795713993317,3.611929566926443,0.038915958954021335
HU,2022,4,6.355078071889119,7.232096718702155,0.20807504343489805
HU,2023,4,6.272466242165229,7.56324130812787,0.09423205691079299
IT,1995,1,6.353932189990445,6.643889159392513,0.1047229915857315
IT,1996,1,0.5095662598755406,4.394158594072481,0.07936676902075608
IT,1997,1,1.0914128373586578,4.450242743257197,0.07294174966712792
IT,1998,1,4.325529967062326,5.609643319038522,0.1229485897347331
IT,1999,1,4.679601343416085,5.383858820751574,0.184957359607021
IT,2000,1,0.5426429951753392,4.625282576362869,0.061826944972078
IT,2001,1,2.8824200573416454,4.250693698463122,0.2015060167759657
IT,2002,1,0.2882648505851745,4.272868552531095,0.15557333268225193
IT,2003,1,0,4.51131275579241,0.20673228800296783
IT,2004,1,0.03900370158073193,4.441623049299652,0.170833270996809
IT,2005,2,0.5055595437544228,3.73563475738467,0.12322016557057698
IT,2006,2,0.014088708843976198,4.154565409217049,0.14481687856217226
IT,2007,2,0,4.350954253456081,0.10265755032499631
IT,2008,2,0,4.05764670029254,0.08237739466130733
IT,2009,2,0.10276938648631306,4.424997844043729,0.08859620864192645
IT,2010,2,0,3.8342838750076838,0.07513660440842311
IT,2011,2,0.11705087098340075,5.353040729452903,0.20948001990715662
IT,2012,2,0.23704315327838954,6.1383411573733495,0.08141554364313681
IT,2013,2,0.0189312154361249,6.463470907175267,0.1082749745498101
IT,2014,3,0.6630584556512883,6.478285272713515,0.15704582507411638
IT,2015,3,0,6.139715693692943,0.1393066436673204
IT,2016,3,0.23114796815321983,6.052080472831968,0.14858478059371313
IT,2017,3,0.5478547678012721,5.485184790343089,0.12278320950766404
IT,2018,3,0.1400070460829981,4.818955294818336,0.1532422478000323
IT,2019,3,0.12815560031048928,5.282290789220638,0.12568686778346697
IT,2020,3,0.0031465428893937388,4.796658673913643,0.16271815076470375
IT,2021,3,0.016657293913399512,3.6230701427719896,0.12366644044717152
IT,2022,4,4.957759987734606,5.941298718513975,0.35032626303533715
IT,2023,4,4.8685410864137895,6.408919595580242,0.17496665753424168
NL,1995,1,4.69445007044101,4.875379830811882,0.1028599909817179
NL,1996,1,0.39793696999263084,2.385975139971608,0.04029073085015019
NL,1997,1,0.18761649353125878,2.445988474607334,0.04061677912250161
NL,1998,1,2.168429023196902,3.4866106560484087,0.03833260092263421
NL,1999,1,2.6012922604271216,3.255367139890202,0.0599641107643644
NL,2000,1,0.06260314619061962,2.4831426080606955,0.03278365762283405
NL,2001,1,0.9200713692265503,2.0359697207036875,0.12083773330474894
