lon_grid,lat_grid,year,fatalities,n_events
19.3,44.1,1995,5186,9
62.5,32.5,1995,1400,4
69.2,34.5,1995,1057,60
3,28,1995,773,49
45.7,43.3,1995,680,118
2.2,36.2,1995,622,8
15.7,45.2,1995,516,6
18.4,43.9,1995,449,124
46.1,43.4,1995,407,4
15.8,45.2,1995,383,112
16.7,44.8,1995,327,3
74.8,34.2,1995,304,51
17.1,44.4,1995,292,4
39.5,39.1,1995,280,33
15.9,44.8,1995,279,99
3.1,36.8,1995,240,41
69.1,34.4,1995,226,4
16.2,44.9,1995,215,78
42.5,37.9,1995,207,30
47.4,31,1995,201,1
44,36.2,1995,200,1
62.1,33.3,1995,200,1
62.3,33.4,1995,200,1
62.5,31,1995,200,1
64.5,32.5,1995,200,1
44.1,37.5,1995,199,33
69.2,34.4,1995,193,8
68.9,34.4,1995,181,9
-15.5,12.8,1995,175,6
16.4,44.6,1995,174,4
18.8,44.6,1995,169,28
43.6,37.3,1995,151,28
16.2,44,1995,142,7
44.1,44.8,1995,132,3
69,35.5,1995,132,6
18.3,44.6,1995,130,5
69.4,34.4,1995,130,2
17.3,44.3,1995,125,6
42.4,38.3,1995,125,18
42.6,37.4,1995,125,40
67.7,36,1995,125,6
17.2,45.3,1995,118,18
30,15,1995,118,1
17.7,44.3,1995,117,30
68.8,36.8,1995,112,3
44.6,37.3,1995,110,20
72.2,37.7,1995,106,3
18.7,44.5,1995,105,8
40.4,38.4,1995,96,8
42.6,36.2,1995,96,25
46.4,43.3,1995,91,1
42.5,37.2,1995,88,14
39.2,39.1,1995,87,10
68.9,35.5,1995,87,1
18.7,45,1995,86,25
1.2,36.2,1995,84,12
3.1,36.6,1995,84,1
40.5,38,1995,80,9
68,34.2,1995,80,1
38.9,39.1,1995,77,9
74.8,34.1,1995,77,18
40.8,39.1,1995,74,22
-16.5,12.4,1995,69,5
3.2,36.8,1995,69,14
18.8,44.9,1995,67,17
40.7,38.5,1995,65,18
63.4,32.2,1995,65,3
4.8,36.1,1995,63,2
43.2,37,1995,62,1
3,36.6,1995,61,19
47.2,30.3,1995,61,2
40.1,38.4,1995,58,7
41.2,38.3,1995,57,5
16.8,45.2,1995,56,4
73,38,1995,56,2
6.7,36.3,1995,55,12
41.2,37.1,1995,55,11
64.1,29.5,1995,53,1
67,24.9,1995,52,3
16.4,44.2,1995,50,24
62.6,32.8,1995,50,2
62.8,32.8,1995,50,1
71.1,38.9,1995,50,4
4.3,36.8,1995,48,4
18.4,43.6,1995,47,10
43.6,37.2,1995,47,2
69,35.3,1995,47,6
69,35.8,1995,47,2
45.2,43.2,1995,46,9
46.4,43.2,1995,46,3
66.9,36.3,1995,46,3
0.9,35.8,1995,45,12
6,36.8,1995,44,13
16.8,44,1995,42,10
39.8,39.2,1995,42,12
49.9,40.4,1995,42,3
70.4,39,1995,42,9
-0.5,35.7,1995,41,7
44.1,35.8,1995,41,1
45.9,43.1,1995,41,2
46.3,43.1,1995,41,1
18,44,1995,39,5
40.3,39.3,1995,39,5
41.4,38.3,1995,39,13
43.2,39.7,1995,39,10
45.3,43.3,1995,39,3
2.4,36.6,1995,38,12
7.1,35.8,1995,38,6
44.3,37.6,1995,38,12
5.9,35.5,1995,37,8
40.4,38.7,1995,37,2
65,34,1995,37,3
-0.5,34.8,1995,36,5
18.4,43.7,1995,36,19
18.1,44.4,1995,35,7
42.2,37.7,1995,35,14
43.7,38.4,1995,35,11
43.9,37.3,1995,35,2
69.3,34.4,1995,35,1
19,43.7,1995,34,16
3.7,36.8,1995,33,12
17.7,44.2,1995,33,2
41.4,38.1,1995,33,10
74.6,34.2,1995,33,2
3.1,36.7,1995,32,14
40.1,39.2,1995,32,8
71,39,1995,32,2
74.2,34.4,1995,32,10
2.8,36.3,1995,31,5
46,43.1,1995,31,2
71.6,37.5,1995,31,2
3,36.1,1995,30,5
40.6,38.8,1995,30,10
45.8,43.2,1995,30,1
67.8,33.3,1995,30,2
41,38.5,1995,29,9
42.3,37.4,1995,29,6
47,32,1995,29,1
67.4,35.9,1995,29,4
74.4,34.2,1995,29,9
2.8,36.5,1995,28,7
40.2,37.9,1995,28,7
0.1,35.6,1995,27,2
17,43.8,1995,27,21
18.4,43.8,1995,27,8
30.8,27.7,1995,27,10
41.5,38.2,1995,27,4
67.3,36.1,1995,27,2
67.8,34.8,1995,27,2
18.3,44,1995,26,6
39.2,39.4,1995,26,8
18.5,45.1,1995,25,14
30.7,28.4,1995,25,9
39.1,39,1995,25,1
39.6,39,1995,25,8
64.9,35.3,1995,25,1
-16.3,12.4,1995,24,2
-0.6,35.7,1995,24,2
4.3,35.3,1995,24,3
9.8,26.5,1995,24,1
18.3,43.8,1995,24,8
41.9,38.4,1995,24,6
43.1,40.2,1995,24,6
61.9,31,1995,24,1
63.8,35,1995,24,1
65.6,35.5,1995,24,1
69.6,34.5,1995,24,1
-1.4,34.7,1995,23,5
12.6,13.3,1995,23,1
18.1,44.5,1995,23,3
30.7,28.3,1995,23,7
34.9,32.3,1995,23,1
40.9,37.4,1995,23,8
44.2,37.9,1995,23,2
75.2,33.8,1995,23,8
76.7,33.9,1995,23,5
3.9,36.2,1995,22,7
17.4,44.1,1995,22,4
42.3,37.9,1995,22,9
42.9,37.4,1995,22,9
72,36.8,1995,22,1
0.2,35.4,1995,21,4
0.3,36,1995,21,5
39.3,38.9,1995,21,6
39.5,39.3,1995,21,1
43.4,37.5,1995,21,1
6.8,36.8,1995,20,7
16,45.2,1995,20,3
16.4,44.4,1995,20,6
46,31,1995,20,1
46,43.2,1995,20,1
68.9,36.7,1995,20,3
69.3,34.5,1995,20,1
5.8,36.8,1995,19,5
42,38.1,1995,19,3
74.2,34.5,1995,19,3
3,36.8,1995,18,8
41,38.1,1995,18,5
69.4,34.5,1995,18,2
35.5,33.4,1995,17,12
40.4,39.8,1995,17,2
41,37.6,1995,17,1
46.1,43,1995,17,3
65.6,28.5,1995,17,1
42.1,38.4,1995,16,6
45,34.7,1995,16,1
47.6,42.8,1995,16,2
65.9,35.4,1995,16,4
16.1,44.6,1995,15,1
41.9,37.9,1995,15,4
42,37.6,1995,15,1
44.4,37.2,1995,15,1
45.5,43.1,1995,15,4
68.8,38.6,1995,15,7
75,33.6,1995,15,2
3,36,1995,14,1
41.3,38.3,1995,14,2
42.6,37.9,1995,14,3
74.7,33.9,1995,14,4
-16.3,12.6,1995,13,3
1.6,34.9,1995,13,5
30.8,27.8,1995,13,7
42.5,37.5,1995,13,4
43.9,39.4,1995,13,3
44.3,39.9,1995,13,1
44.4,37.7,1995,13,1
46.1,43.2,1995,13,3
74.1,34,1995,13,2
75.2,33.7,1995,13,4
3.7,32.5,1995,12,2
16,45.8,1995,12,4
19.1,44,1995,12,1
34.4,31.4,1995,12,3
40.9,38.5,1995,12,2
41.9,37.5,1995,12,5
42.2,37.5,1995,12,3
43.1,37.2,1995,12,1
43.2,37.6,1995,12,3
44.1,43.5,1995,12,1
64.4,33.5,1995,12,1
68.6,34.5,1995,12,1
3.3,36.8,1995,11,2
16,45.1,1995,11,4
30.8,28.7,1995,11,6
31.2,30,1995,11,3
35.5,33.2,1995,11,7
43.7,37.7,1995,11,1
44,37.4,1995,11,1
44.1,37.4,1995,11,3
44.4,33.3,1995,11,7
67.7,34.8,1995,11,1
69.2,34.6,1995,11,1
75.7,33,1995,11,2
0.1,35.4,1995,10,1
0.6,35.7,1995,10,1
4,36.7,1995,10,3
6.8,36.4,1995,10,1
18.7,44.6,1995,10,1
18.9,44.6,1995,10,1
30.8,27.9,1995,10,5
41.8,38.5,1995,10,2
66.6,35.5,1995,10,2
69.2,34,1995,10,1
70.4,39.2,1995,10,3
17.2,45.1,1995,9,3
35.5,33.3,1995,9,3
35.5,33.5,1995,9,3
35.6,33.4,1995,9,5
37.7,37.7,1995,9,2
40.5,38.9,1995,9,4
41,39.6,1995,9,1
41.1,37.9,1995,9,4
41.4,37.6,1995,9,3
41.9,38.2,1995,9,2
43.6,37.7,1995,9,1
45.9,43.3,1995,9,4
67.5,35.6,1995,9,1
69.4,35.6,1995,9,4
74.5,34.3,1995,9,4
75.3,34,1995,9,2
-1.1,35.3,1995,8,2
4.9,36.7,1995,8,2
6.2,36.4,1995,8,2
16.6,44.7,1995,8,2
18.7,45.6,1995,8,4
30.7,27.9,1995,8,1
32.7,23.1,1995,8,2
35.1,31.5,1995,8,5
36,36.2,1995,8,1
40.3,39,1995,8,1
41.7,38.7,1995,8,3
42.8,37.2,1995,8,1
43.7,37.6,1995,8,2
45.7,43.1,1995,8,2
45.9,36,1995,8,1
46.4,43.1,1995,8,2
66.2,35.9,1995,8,1
67.2,34.8,1995,8,1
67.3,35.8,1995,8,1
74.7,32.6,1995,8,2
74.8,32.7,1995,8,1
75.5,33.2,1995,8,3
-6.1,14.7,1995,7,1
-3.7,40.4,1995,7,2
0.3,34.7,1995,7,2
2,36.3,1995,7,1
2.7,33.6,1995,7,3
7.4,36.4,1995,7,2
16.4,45.5,1995,7,2
18.3,43.9,1995,7,3
31.3,27.1,1995,7,2
35.6,33.5,1995,7,2
38,38.5,1995,7,1
38.1,39.4,1995,7,1
41,37.4,1995,7,2
41.3,38.4,1995,7,2
41.4,37.4,1995,7,3
41.8,37.6,1995,7,3
42,38.3,1995,7,2
42.3,38.4,1995,7,1
43.4,38.1,1995,7,2
43.4,38.3,1995,7,2
44,39.9,1995,7,3
45.1,43.1,1995,7,2
45.7,36.8,1995,7,1
45.7,42.9,1995,7,2
46.2,31,1995,7,1
64.8,36.2,1995,7,2
67.3,36,1995,7,1
70,35,1995,7,1
-16.6,12.4,1995,6,2
-16.5,12.5,1995,6,1
1.3,35.4,1995,6,3
4.2,36.8,1995,6,4
7.2,33.2,1995,6,2
18.4,44.9,1995,6,2
30.2,11,1995,6,1
35.3,33.1,1995,6,2
37.4,39.2,1995,6,1
40,39,1995,6,4
40.6,38.5,1995,6,3
41,38.8,1995,6,2
41.3,37.4,1995,6,1
41.5,39.6,1995,6,1
41.7,39,1995,6,3
41.8,37.3,1995,6,3
45.5,43.4,1995,6,1
45.8,41,1995,6,1
46,43.3,1995,6,1
64,31,1995,6,1
65,33,1995,6,2
65.3,34.5,1995,6,1
66.4,35.9,1995,6,3
69,36.5,1995,6,1
3.6,36.5,1995,5,1
5.4,36.2,1995,5,2
17.8,44.2,1995,5,1
18,43.3,1995,5,1
18,44.4,1995,5,1
18.1,44.7,1995,5,3
27.1,38.4,1995,5,1
29,41,1995,5,4
30.8,28.4,1995,5,1
32.2,26.1,1995,5,2
35.4,33.2,1995,5,2
35.5,33.7,1995,5,2
37.8,39.9,1995,5,1
39.8,39.6,1995,5,1
41.5,40,1995,5,3
41.9,38.6,1995,5,1
63.3,35.6,1995,5,1
65.4,34.7,1995,5,1
68.4,37,1995,5,1
69.1,38.6,1995,5,2
69.7,36,1995,5,1
70.8,39.2,1995,5,3
74.4,34.1,1995,5,1
74.4,34.9,1995,5,4
74.9,33.8,1995,5,3
75.6,33.1,1995,5,3
-16,12.8,1995,4,1
3.2,13,1995,4,1
3.7,34.3,1995,4,1
12.8,19,1995,4,1
14.5,13.5,1995,4,1
17.3,45.2,1995,4,3
18,44.7,1995,4,2
18.3,45.1,1995,4,2
18.9,44.4,1995,4,1
30.8,27.3,1995,4,2
34.2,31.3,1995,4,2
35.1,31.9,1995,4,1
37,40.6,1995,4,2
39.6,39.2,1995,4,2
40.1,38.7,1995,4,1
40.8,38.2,1995,4,1
40.9,37.6,1995,4,1
40.9,38.1,1995,4,1
41.5,38.7,1995,4,2
42.1,37.7,1995,4,4
42.4,37.7,1995,4,2
43.1,40.5,1995,4,2
43.4,40.4,1995,4,1
43.8,37.3,1995,4,1
43.9,39.2,1995,4,1
44.2,33.3,1995,4,1
44.3,37.2,1995,4,1
44.5,37.7,1995,4,1
45.3,43,1995,4,2
64.2,34.2,1995,4,1
67.5,35.8,1995,4,1
67.7,35.8,1995,4,1
68.5,38.7,1995,4,1
74.8,32.8,1995,4,1
-2,43.3,1995,3,3
-1.3,34.9,1995,3,1
0.1,36,1995,3,1
3.5,36.7,1995,3,1
3.8,36.7,1995,3,1
4.6,36.8,1995,3,1
5.5,36.2,1995,3,1
7,35,1995,3,1
7.6,36.8,1995,3,1
7.8,36.9,1995,3,2
7.9,36.2,1995,3,1
13.3,13.7,1995,3,1
15.4,44.5,1995,3,1
16.7,45,1995,3,1
17,45.3,1995,3,1
18,44.6,1995,3,2
18.5,44.5,1995,3,1
19,44.6,1995,3,1
30.8,28,1995,3,1
31.3,27,1995,3,1
32.1,26.1,1995,3,1
32.8,39.9,1995,3,1
34.5,31.5,1995,3,1
35.3,33.2,1995,3,2
35.8,33.6,1995,3,1
38.5,39.3,1995,3,2
39,39.6,1995,3,1
39.4,39.2,1995,3,3
39.5,38.5,1995,3,2
39.9,39.5,1995,3,2
40.3,37.4,1995,3,1
40.5,37.5,1995,3,1
40.5,38.6,1995,3,1
41.1,38.4,1995,3,1
42,37.7,1995,3,2
42,38.2,1995,3,2
42,38.6,1995,3,1
42.3,38.5,1995,3,1
42.5,39.2,1995,3,2
43.1,38,1995,3,3
43.7,37.3,1995,3,1
44,38.1,1995,3,1
44.1,39.6,1995,3,3
44.2,43.2,1995,3,1
44.3,37.5,1995,3,1
44.8,35.1,1995,3,1
45.3,43.2,1995,3,2
45.6,43.2,1995,3,1
45.8,42.9,1995,3,1
63.3,32,1995,3,1
64.7,35.8,1995,3,1
65.9,35.9,1995,3,2
67.5,35.7,1995,3,1
68.8,37.8,1995,3,2
69.6,37.7,1995,3,1
69.7,34.6,1995,3,2
70,38.9,1995,3,2
73.9,34.6,1995,3,2
74.3,34.3,1995,3,1
74.4,31.1,1995,3,1
74.8,33.9,1995,3,2
-3,16.8,1995,2,1
-0.6,35.2,1995,2,1
-0.1,35.8,1995,2,1
0.1,35.9,1995,2,1
1.8,35.8,1995,2,1
3.5,36.8,1995,2,1
3.9,36.4,1995,2,1
6.2,35.6,1995,2,1
6.6,36,1995,2,1
7.4,36.5,1995,2,1
7.5,18.5,1995,2,1
7.8,35,1995,2,1
8.1,35.4,1995,2,1
8.2,36.8,1995,2,2
15.6,45.1,1995,2,1
15.8,45.1,1995,2,2
15.9,45.2,1995,2,1
16.4,44.1,1995,2,2
16.5,43.2,1995,2,1
16.5,45,1995,2,1
16.7,45.1,1995,2,1
17.4,45.3,1995,2,1
17.8,43.3,1995,2,1
17.9,44.2,1995,2,1
18.3,42.7,1995,2,1
18.8,44.8,1995,2,1
18.8,45.4,1995,2,1
19,45,1995,2,1
30.7,27.8,1995,2,1
30.7,28.2,1995,2,1
31,29,1995,2,1
31.3,29.9,1995,2,1
31.6,26.6,1995,2,1
31.7,26.6,1995,2,1
31.8,26.5,1995,2,1
32,26.2,1995,2,2
35.2,33.2,1995,2,1
35.7,33.3,1995,2,1
37.9,39.4,1995,2,1
38.6,39.5,1995,2,2
38.7,39.4,1995,2,1
38.9,37.9,1995,2,1
39.7,38.4,1995,2,2
39.7,39,1995,2,1
39.8,39.3,1995,2,2
40.1,38.6,1995,2,1
40.4,38.6,1995,2,1
40.5,39,1995,2,2
40.6,37.2,1995,2,1
40.6,37.8,1995,2,1
40.8,37.9,1995,2,1
40.8,38.3,1995,2,2
40.8,39.4,1995,2,1
41,37.3,1995,2,1
41,39.3,1995,2,1
41.4,37.9,1995,2,1
42.1,37.9,1995,2,1
42.4,38.2,1995,2,2
42.7,37.5,1995,2,2
43.1,37.6,1995,2,2
43.4,37.3,1995,2,1
43.7,37.2,1995,2,2
44.3,37.3,1995,2,1
44.3,37.8,1995,2,2
44.8,35.5,1995,2,1
45.4,40.6,1995,2,1
45.5,40.9,1995,2,1
45.5,41.1,1995,2,1
45.7,43,1995,2,1
46.7,42.5,1995,2,1
46.9,40.3,1995,2,1
53,32,1995,2,1
65.7,35.6,1995,2,1
65.8,35.7,1995,2,1
68.6,37,1995,2,1
69.2,35.1,1995,2,1
74.2,34.3,1995,2,2
74.4,34.4,1995,2,1
74.5,34.2,1995,2,1
74.7,34,1995,2,1
74.7,34.1,1995,2,1
74.7,34.4,1995,2,1
-16.2,12.5,1995,1,1
-15.9,12.6,1995,1,1
-5.6,42.6,1995,1,1
-2.9,43.3,1995,1,1
-1.7,43.3,1995,1,1
2.9,36.6,1995,1,1
3.9,36.7,1995,1,1
5.3,36.6,1995,1,1
6.5,36.3,1995,1,1
6.6,36.4,1995,1,1
15.8,44.9,1995,1,1
15.9,45,1995,1,1
16.2,45,1995,1,1
16.4,45,1995,1,1
16.7,44.1,1995,1,1
16.9,45.3,1995,1,1
18,43.1,1995,1,1
18,43.7,1995,1,1
18,43.9,1995,1,1
18.2,42.7,1995,1,1
18.2,43.8,1995,1,1
18.3,44.7,1995,1,1
18.4,44.6,1995,1,1
18.5,45,1995,1,1
18.6,44.4,1995,1,1
18.6,45.4,1995,1,1
18.6,45.5,1995,1,1
19,44.5,1995,1,1
30,31.2,1995,1,1
30.5,29,1995,1,1
30.8,29.3,1995,1,1
31.1,29.1,1995,1,1
32.3,30.6,1995,1,1
34.9,31.8,1995,1,1
35,31.5,1995,1,1
35.4,33.1,1995,1,1
35.5,33,1995,1,1
35.7,33.5,1995,1,1
35.7,37.4,1995,1,1
36.1,38,1995,1,1
36.2,36.5,1995,1,1
37.3,37,1995,1,1
37.4,37.1,1995,1,1
37.4,39.5,1995,1,1
38.2,37.8,1995,1,1
38.5,40.7,1995,1,1
39.1,39.3,1995,1,1
39.3,37.8,1995,1,1
39.3,39,1995,1,1
39.3,39.1,1995,1,1
39.4,39,1995,1,1
39.4,40.1,1995,1,1
39.5,38.1,1995,1,1
39.6,39.8,1995,1,1
39.7,39.2,1995,1,1
39.8,38.3,1995,1,1
39.9,38.7,1995,1,1
40.1,37.2,1995,1,1
40.1,38.1,1995,1,1
40.1,39.4,1995,1,1
40.3,38.6,1995,1,1
40.4,39.4,1995,1,1
40.5,39.4,1995,1,2
40.6,39,1995,1,1
40.7,37.3,1995,1,1
40.7,37.6,1995,1,1
40.7,39.9,1995,1,1
41.1,37.5,1995,1,1
41.1,39,1995,1,1
41.3,38.9,1995,1,1
41.6,37.7,1995,1,1
41.7,37.2,1995,1,1
41.7,37.9,1995,1,1
41.8,38.2,1995,1,1
41.9,37.6,1995,1,1
42,37.3,1995,1,1
42,38.5,1995,1,1
42.1,37.6,1995,1,1
42.2,38.3,1995,1,1
42.3,37.5,1995,1,1
42.3,38,1995,1,1
42.5,37.6,1995,1,1
42.5,38.2,1995,1,1
42.6,40.3,1995,1,1
42.7,37.6,1995,1,1
42.7,38.1,1995,1,1
42.9,37.9,1995,1,1
43,37.2,1995,1,1
43,39.6,1995,1,1
43,39.7,1995,1,1
43.1,38.3,1995,1,1
43.2,39.9,1995,1,1
43.7,39.5,1995,1,1
43.7,40,1995,1,1
43.9,37.7,1995,1,1
44,37.8,1995,1,1
44.1,37.1,1995,1,1
44.2,39.5,1995,1,1
44.8,36.4,1995,1,1
44.8,43.4,1995,1,1
45,40.8,1995,1,1
45,41.2,1995,1,1
45.3,43.1,1995,1,1
45.3,43.6,1995,1,1
45.4,40.9,1995,1,1
45.4,43.1,1995,1,1
45.9,43.5,1995,1,1
46,40.4,1995,1,1
46.3,31.1,1995,1,1
46.5,43.3,1995,1,1
46.8,40.4,1995,1,1
47.3,39.6,1995,1,1
65.7,35.5,1995,1,1
69.2,34.2,1995,1,1
69.7,38.7,1995,1,1
70.8,39.1,1995,1,1
71.4,38.4,1995,1,1
73.9,34.1,1995,1,1
73.9,34.7,1995,1,1
74.1,33.8,1995,1,1
74.1,34.1,1995,1,1
74.1,34.5,1995,1,1
74.8,33.7,1995,1,2
74.9,34,1995,1,1
-7.3,13.6,1995,0,1
-2.2,43.2,1995,0,1
-0.4,39.5,1995,0,1
2.9,36.4,1995,0,1
6.9,36.9,1995,0,1
14.5,35.9,1995,0,1
17.2,45.2,1995,0,4
18.5,43.7,1995,0,1
18.8,45.3,1995,0,1
30.9,27.8,1995,0,1
31.2,27.2,1995,0,1
34.4,31.5,1995,0,1
35.2,33.3,1995,0,1
42.5,12,1995,0,1
44,36,1995,0,1
45.3,41.4,1995,0,1
45.5,43.3,1995,0,1
61.8,34.4,1995,0,1
62,34.5,1995,0,1
62.3,34.2,1995,0,1
65.8,36.8,1995,0,1
69.5,36.7,1995,0,1
74.3,34.4,1995,0,1
74.4,34.5,1995,0,1
74.6,33.9,1995,0,1
75.1,33.9,1995,0,1
45.7,43.3,1996,2007,99
71.1,38.9,1996,1308,24
69.2,34.5,1996,1071,113
70.5,38.7,1996,1040,4
42.8,38.9,1996,583,1
3,28,1996,467,13
44.1,37.5,1996,374,33
42.5,37.9,1996,328,37
44,36.2,1996,317,5
74.8,34.2,1996,306,12
3.1,36.8,1996,265,39
40.8,39.1,1996,212,26
42.6,37.4,1996,211,42
47.6,42.8,1996,190,7
69.7,35.4,1996,186,2
43.2,37,1996,181,4
45.3,43.3,1996,180,1
69.3,35,1996,174,9
39.5,39.1,1996,169,34
62,34.5,1996,157,2
69.3,34.5,1996,150,1
63.8,35,1996,140,2
69.2,34.4,1996,112,10
69.2,34.8,1996,103,7
45.2,43.3,1996,100,2
69,35.3,1996,100,1
70,38.9,1996,97,3
43.7,38.4,1996,94,12
40.5,38,1996,91,20
70.5,34.4,1996,89,3
43.6,37.2,1996,84,5
42.4,38.3,1996,83,12
44.6,37.3,1996,81,14
65,34,1996,81,1
69.2,35,1996,72,4
41.4,38.1,1996,69,10
41.4,38.3,1996,66,3
65.3,34.5,1996,65,2
70.7,38.6,1996,65,4
70.3,38.8,1996,61,2
36.4,15.5,1996,58,6
37.4,39.5,1996,56,3
74.8,34.1,1996,54,15
64,35.5,1996,53,4
40.6,38.5,1996,52,2
42.3,37.4,1996,52,4
37,16.8,1996,50,1
69.1,34.4,1996,50,5
69.8,34.6,1996,50,1
40.9,37.4,1996,49,10
46.7,43.8,1996,49,1
45.7,42.9,1996,48,2
70.4,39,1996,48,4
35,39,1996,45,1
69.8,38.7,1996,45,4
69.7,38.7,1996,44,4
67,24.9,1996,42,16
2.8,36.5,1996,40,7
43.6,37.3,1996,40,16
70.9,35,1996,40,1
3,36.6,1996,39,5
45.6,43.1,1996,35,2
69,32.9,1996,35,3
64.2,34.2,1996,30,1
64.8,36.2,1996,30,1
69.3,34.3,1996,30,1
36,16,1996,29,4
43.1,38,1996,29,6
39.2,39.4,1996,28,8
44.4,38.4,1996,28,1
42.3,37.9,1996,27,7
69.6,33.8,1996,27,2
34.4,31.4,1996,26,5
45.9,43.3,1996,26,2
41.5,12,1996,25,1
42.6,36.2,1996,25,14
69.4,34.5,1996,25,4
74.7,32.6,1996,25,1
43.2,37.6,1996,24,4
43.7,37.2,1996,24,3
63.7,33.6,1996,24,1
69.8,34.3,1996,24,1
41.2,37.1,1996,23,6
44.3,37.6,1996,23,6
4,36.7,1996,22,2
35.5,33.4,1996,22,6
44,38.1,1996,22,6
-0.6,35.7,1996,21,2
35.5,33.2,1996,21,12
40.7,38.5,1996,21,8
42.5,37.5,1996,21,5
43.7,37.6,1996,21,3
46.3,35.7,1996,20,2
68.9,34.4,1996,20,1
69.6,34.1,1996,20,1
69.7,34.4,1996,20,1
41,38.5,1996,19,5
68.9,38.6,1996,19,2
69.3,33.7,1996,19,2
70.1,38.9,1996,19,1
40.6,38.8,1996,18,7
42.5,37.2,1996,18,7
43.1,40.2,1996,18,4
65,33,1996,18,1
79.8,15.8,1996,18,4
5.4,36.2,1996,17,1
39.2,39.1,1996,16,5
40.7,37.3,1996,16,2
41.9,37.9,1996,16,4
42.4,38.2,1996,16,4
63.8,35.7,1996,16,2
30.8,27.3,1996,15,4
40.2,37.9,1996,15,2
42.9,37.4,1996,15,8
78.3,19.3,1996,15,2
-1.4,34.7,1996,14,4
0.3,34.7,1996,14,2
2.8,36.3,1996,14,2
38.5,39.3,1996,14,2
39.2,39.6,1996,14,1
61.2,34.2,1996,14,1
63.5,35.5,1996,14,2
35.2,32,1996,13,1
39.1,39,1996,13,2
44.4,37.3,1996,13,1
3,36.1,1996,12,1
3.7,32.5,1996,12,1
30.8,27.8,1996,12,5
34,12,1996,12,2
35.8,33.7,1996,12,2
38.3,38.9,1996,12,1
38.4,16.3,1996,12,1
40.2,38.6,1996,12,1
42.2,37.7,1996,12,6
68,33.2,1996,12,1
70.2,34.8,1996,12,1
30.8,27.9,1996,11,5
35.8,33.8,1996,11,2
40.3,38.6,1996,11,2
40.8,38.3,1996,11,3
41.7,39,1996,11,4
41.9,37.6,1996,11,1
44.4,37.2,1996,11,3
46,35.8,1996,11,1
46.2,43.2,1996,11,2
39.2,39.2,1996,10,3
39.8,39.2,1996,10,5
40.4,39.4,1996,10,1
41.9,38.4,1996,10,4
42.8,37.4,1996,10,3
44,39,1996,10,1
45.4,35.9,1996,10,1
45.4,43.2,1996,10,1
45.8,42.9,1996,10,2
68.9,35,1996,10,1
70.8,38.5,1996,10,1
6.7,36.3,1996,9,2
7.9,36.2,1996,9,1
35.6,33.4,1996,9,5
39.5,38.5,1996,9,5
41.1,39.4,1996,9,1
44,38,1996,9,2
44.3,37.2,1996,9,2
44.8,35.5,1996,9,2
45.9,43.1,1996,9,2
46.5,32.5,1996,9,1
69,34.8,1996,9,3
70.6,38.7,1996,9,2
74.2,34.4,1996,9,5
75.2,33.7,1996,9,2
79.4,18.7,1996,9,1
-0.5,35.7,1996,8,1
3.5,36.8,1996,8,2
12.9,19,1996,8,1
29,41,1996,8,3
30.8,27.7,1996,8,6
35.2,31.9,1996,8,2
35.3,33.2,1996,8,2
40.1,39.2,1996,8,1
40.5,38.9,1996,8,2
42.1,38.4,1996,8,1
43.4,38.5,1996,8,1
69.1,34.7,1996,8,1
69.1,38.6,1996,8,1
74.2,34.3,1996,8,2
74.2,34.5,1996,8,1
74.8,32.7,1996,8,1
2.1,34.1,1996,7,1
3,36.8,1996,7,3
3.1,36.7,1996,7,3
41.5,39.2,1996,7,1
43.3,38.4,1996,7,2
44,38.7,1996,7,2
62.1,30.2,1996,7,1
64.4,33.5,1996,7,1
69.2,32.9,1996,7,1
74.4,33.9,1996,7,1
74.7,34,1996,7,1
75.6,33.1,1996,7,1
1.2,36.2,1996,6,2
2.2,36.3,1996,6,1
2.9,33.8,1996,6,1
5.3,35.7,1996,6,1
6.2,35.6,1996,6,2
34.2,31.3,1996,6,2
35.2,37,1996,6,1
35.3,32.2,1996,6,1
36.3,14.1,1996,6,1
41.9,38.6,1996,6,1
42.2,38.3,1996,6,1
43.1,37.4,1996,6,2
43.9,37.3,1996,6,4
44.5,37.7,1996,6,1
44.8,34.7,1996,6,1
47.1,31.8,1996,6,1
64.3,35.6,1996,6,1
69.7,34.3,1996,6,1
70.1,33.5,1996,6,1
74.2,33.6,1996,6,1
74.4,34.2,1996,6,2
74.5,34,1996,6,1
74.5,34.3,1996,6,1
74.7,33.9,1996,6,1
75.3,33.5,1996,6,2
1.3,36.2,1996,5,1
1.8,35.6,1996,5,1
2.2,36.2,1996,5,1
3.7,36.8,1996,5,2
30.7,27.7,1996,5,1
31,29,1996,5,3
31.3,27.1,1996,5,3
31.4,26.9,1996,5,3
35.3,37,1996,5,2
35.4,33.2,1996,5,3
37,39.7,1996,5,1
37.9,38.7,1996,5,1
39.9,38.6,1996,5,1
41.1,37.9,1996,5,2
43.5,37.1,1996,5,3
44.8,43.4,1996,5,2
45.5,42.7,1996,5,1
45.8,43.3,1996,5,1
46.1,43.4,1996,5,2
46.4,43.1,1996,5,1
47.5,31,1996,5,1
62.5,31,1996,5,1
71,39,1996,5,1
74.9,32.5,1996,5,1
75.2,33.8,1996,5,2
80,18,1996,5,1
3.1,36.5,1996,4,1
3.2,35.9,1996,4,1
3.2,36.8,1996,4,2
3.3,36.6,1996,4,1
