lon_grid,lat_grid,year,fatalities,n_events
12.6,11.8,2014,50,3
13.4,10.6,2014,50,1
13.6,10.9,2014,50,1
25.5,16,2014,50,1
37,36.6,2014,50,13
37.5,48.6,2014,50,1
13.9,12.4,2014,49,3
27.1,11.9,2014,49,2
37.1,35.7,2014,49,17
64.4,31.6,2014,49,13
69,35.8,2014,49,12
70.8,33.8,2014,49,3
12,11.3,2014,48,2
13,11.5,2014,48,10
36.4,33,2014,48,8
69.2,32.9,2014,48,3
44.2,35.2,2014,47,6
12.8,10.8,2014,46,1
36.8,36,2014,46,21
36.8,36.2,2014,46,14
37,36.2,2014,46,16
37.5,47.1,2014,46,19
40.8,36.4,2014,46,8
13.7,11,2014,45,2
13.8,11.2,2014,45,3
43.3,33.5,2014,45,2
44.6,33.1,2014,45,3
65.1,33.6,2014,45,1
68.6,36.7,2014,45,10
68.9,37.1,2014,45,5
36.5,35.7,2014,44,23
36.5,36.2,2014,44,10
36.8,35.8,2014,44,16
64.8,32.1,2014,44,7
66.2,35.8,2014,44,11
69.6,33,2014,44,4
71.3,35.2,2014,44,5
71.5,35.3,2014,44,6
13,11.7,2014,43,1
36.2,33.6,2014,43,22
36.5,35.5,2014,43,10
37.2,36.4,2014,43,10
37.3,36.2,2014,43,16
37.7,36.2,2014,43,17
39.1,34.5,2014,43,9
39.5,48.5,2014,43,19
42.4,34.1,2014,43,4
45.4,14.3,2014,43,9
47,15,2014,43,14
12.2,10.8,2014,42,1
36.8,35.4,2014,42,13
39,36.7,2014,42,2
46.9,14.3,2014,42,5
36.4,35.5,2014,41,22
36.6,34.5,2014,41,20
37.1,35,2014,41,15
44.8,14.4,2014,41,7
65,32.5,2014,41,3
68.7,33.9,2014,41,12
70,33.1,2014,41,3
70.8,34.3,2014,41,11
36.3,32.6,2014,40,24
37.1,36,2014,40,19
37.6,48.7,2014,40,2
38,36.8,2014,40,2
44.6,16.1,2014,40,1
45,12.8,2014,40,14
65.2,28.9,2014,40,1
69.2,37,2014,40,13
36,35.6,2014,39,27
36.4,33.9,2014,39,13
44.7,33.7,2014,39,2
47.5,14.3,2014,39,5
71.4,34,2014,39,7
31.2,10.4,2014,38,1
31.5,10.6,2014,38,1
36.2,32.7,2014,38,23
36.4,35.4,2014,38,15
39.2,48.6,2014,38,5
65,34,2014,38,7
34.1,31.2,2014,37,7
24,13.1,2014,36,2
33.7,30.5,2014,36,5
39.5,47.9,2014,36,1
42.5,33.9,2014,36,2
45.6,16.7,2014,36,4
71.2,36.8,2014,36,1
13.2,10.3,2014,35,1
43.9,35.3,2014,35,3
62.5,32.5,2014,35,11
70,34.2,2014,35,5
26.6,12,2014,34,1
33.8,31.1,2014,34,2
36.5,33.8,2014,34,12
36.9,35.2,2014,34,3
37.4,35,2014,34,9
37.4,35.4,2014,34,6
40.1,35.4,2014,34,16
40.3,35.3,2014,34,8
44.1,34,2014,34,5
45.7,43.3,2014,34,5
68,33.2,2014,34,5
13.9,11.2,2014,33,1
24.7,14.2,2014,33,4
43.9,33.2,2014,33,3
62.1,33.3,2014,33,5
69.6,35,2014,33,9
-3,20,2014,32,5
13.6,13,2014,32,1
13.7,10.7,2014,32,1
14,11.2,2014,32,1
36.9,35,2014,32,12
37.1,36.4,2014,32,10
37.4,35.3,2014,32,10
65.2,31.5,2014,32,6
70.1,33.2,2014,32,1
71.5,34.8,2014,32,7
14.2,11.2,2014,31,1
36.3,35.5,2014,31,21
36.9,36.1,2014,31,14
38.4,48.3,2014,31,27
62.5,31,2014,31,8
65.4,31.6,2014,31,7
68.3,33.1,2014,31,4
68.9,36.7,2014,31,9
69,36.8,2014,31,5
26.5,12.3,2014,30,1
36.2,33.8,2014,30,6
36.2,35.8,2014,30,18
36.3,33.6,2014,30,26
38.7,47.9,2014,30,18
39.5,48.7,2014,30,14
64.3,36,2014,30,4
64.4,31.7,2014,30,6
69.2,29,2014,30,1
69.8,32.9,2014,30,1
32.8,11.6,2014,29,1
34.4,31.5,2014,29,16
36.6,34.9,2014,29,14
37.6,35.1,2014,29,7
39.4,48.4,2014,29,17
43.3,35.8,2014,29,3
62.5,32.6,2014,29,3
64.1,35.6,2014,29,4
68.8,36.7,2014,29,9
69.3,33.2,2014,29,2
70.4,33.2,2014,29,5
71,33.7,2014,29,2
71.4,34.5,2014,29,2
12.1,10.9,2014,28,3
36.6,35,2014,28,4
36.8,35.5,2014,28,7
39.8,35.2,2014,28,6
68.8,34.3,2014,28,6
68.9,33.9,2014,28,9
35.8,35.5,2014,27,7
36.4,35.9,2014,27,15
37.4,36.2,2014,27,7
38.5,48,2014,27,4
39,35.9,2014,27,3
39.2,48.4,2014,27,15
40.9,36.5,2014,27,14
43.5,33.4,2014,27,3
43.8,34.5,2014,27,1
48.6,15.9,2014,27,5
70.2,34.2,2014,27,8
70.6,33,2014,27,2
70.8,35.3,2014,27,5
36.4,33.4,2014,26,17
37.8,35.4,2014,26,2
39.3,48.4,2014,26,19
43,33.5,2014,26,2
44,15.6,2014,26,1
44.4,34.5,2014,26,2
44.9,13.1,2014,26,10
49,14.4,2014,26,2
67,30.2,2014,26,5
69,33.4,2014,26,2
70.7,34.3,2014,26,5
71.3,34,2014,26,5
24.4,13.2,2014,25,7
29.7,11,2014,25,3
36.7,33.7,2014,25,19
38.1,47.8,2014,25,21
47,14.1,2014,25,1
49.1,14.5,2014,25,8
62.2,33.2,2014,25,4
66.2,31,2014,25,6
68.9,33.8,2014,25,8
69.4,37,2014,25,3
70.3,33,2014,25,2
12.7,10.9,2014,24,1
13.3,13.6,2014,24,1
13.3,13.7,2014,24,1
30,10.5,2014,24,2
35.9,32.9,2014,24,11
36.4,35.7,2014,24,11
36.7,33.8,2014,24,13
36.7,36.1,2014,24,9
37,35.7,2014,24,10
37.7,36.3,2014,24,8
40.6,34.9,2014,24,5
44.8,16.2,2014,24,1
47.5,43,2014,24,11
69.1,36.7,2014,24,4
74.8,32.5,2014,24,7
12.9,10.2,2014,23,2
24.1,13.7,2014,23,1
25.2,13,2014,23,1
36.3,35.7,2014,23,3
36.4,35.2,2014,23,6
36.9,35.8,2014,23,2
37.1,34.6,2014,23,5
37.1,35.3,2014,23,9
37.7,35.5,2014,23,3
47,40,2014,23,16
64.7,32.5,2014,23,5
66.1,35.9,2014,23,1
68.5,34.1,2014,23,6
70.1,33.6,2014,23,1
71.1,34.9,2014,23,7
28.9,24.8,2014,22,1
36.5,34.8,2014,22,6
36.9,34.9,2014,22,13
43.5,14.1,2014,22,1
44.3,35.2,2014,22,4
50.5,15,2014,22,1
65.5,32.6,2014,22,3
66.1,36,2014,22,1
8.7,35.2,2014,21,7
35.8,33.3,2014,21,11
36.4,32.9,2014,21,16
36.4,35.3,2014,21,8
36.4,35.8,2014,21,10
37,34.9,2014,21,7
37.2,35,2014,21,8
37.3,35.8,2014,21,11
39.3,35.9,2014,21,1
41.9,34.5,2014,21,2
44.4,33.1,2014,21,3
44.4,33.7,2014,21,4
45.7,14.8,2014,21,2
47.3,14.4,2014,21,1
62.3,32.5,2014,21,1
68.9,35,2014,21,6
68.9,35.1,2014,21,1
69.8,36.7,2014,21,4
71.2,35.8,2014,21,1
71.3,35.5,2014,21,4
13.6,11.9,2014,20,1
14.2,11.3,2014,20,3
16.6,31.2,2014,20,4
36.3,32.7,2014,20,13
36.7,35.1,2014,20,14
36.9,34.7,2014,20,8
36.9,36.2,2014,20,8
38.4,48.9,2014,20,11
38.5,48.2,2014,20,16
39.1,35.9,2014,20,2
40.2,36.6,2014,20,1
64.3,35.6,2014,20,5
65.1,31.6,2014,20,4
66.2,36.9,2014,20,6
68.2,33.4,2014,20,5
70.9,33.9,2014,20,4
36.9,35.1,2014,19,6
37,34.7,2014,19,1
37.3,36.1,2014,19,4
37.4,47.7,2014,19,2
38,35.2,2014,19,8
39.1,49,2014,19,19
40.7,35.6,2014,19,1
43.2,36,2014,19,1
62.8,32.8,2014,19,6
62.9,32.2,2014,19,5
63.3,34.4,2014,19,5
65.8,36.8,2014,19,6
69.3,35,2014,19,2
11.6,33.2,2014,18,2
12.3,11.5,2014,18,2
36.1,33.8,2014,18,5
36.2,32.5,2014,18,2
37.3,35.9,2014,18,8
37.4,36.3,2014,18,6
37.5,48.8,2014,18,3
38.9,48.7,2014,18,14
43.8,34.3,2014,18,1
44.2,34,2014,18,2
48.2,16,2014,18,3
63.9,31.6,2014,18,10
68.4,33.4,2014,18,3
68.6,36.3,2014,18,4
69.2,33.6,2014,18,8
70.3,34.7,2014,18,5
70.8,34.2,2014,18,4
71.3,33.9,2014,18,3
12.8,10.9,2014,17,2
24.9,13.5,2014,17,1
36.2,33,2014,17,9
36.8,35.7,2014,17,5
37.5,48.1,2014,17,3
37.8,49,2014,17,2
38.3,34.6,2014,17,8
38.3,47.8,2014,17,16
44.8,15.8,2014,17,1
45.6,14,2014,17,4
47.7,14.4,2014,17,2
62.1,30.2,2014,17,2
62.1,32.5,2014,17,5
62.2,32.5,2014,17,5
66.5,31.9,2014,17,4
68.5,34,2014,17,1
69.4,34.5,2014,17,4
70,34.1,2014,17,2
70.4,34.8,2014,17,7
71.1,34.1,2014,17,5
71.4,34.8,2014,17,2
71.4,34.9,2014,17,3
71.5,35,2014,17,3
11.1,11.7,2014,16,1
36.4,35.6,2014,16,9
36.5,35,2014,16,2
36.7,33.9,2014,16,7
36.8,35.6,2014,16,9
36.9,32.8,2014,16,7
36.9,35.7,2014,16,4
38.8,34,2014,16,4
38.9,33.4,2014,16,1
39.4,48.5,2014,16,12
44,36.2,2014,16,2
46.8,14,2014,16,2
63.3,32,2014,16,6
64.1,31.5,2014,16,5
64.2,31.5,2014,16,6
69.2,36.2,2014,16,3
69.6,34.2,2014,16,1
69.7,34.2,2014,16,1
4.2,36.5,2014,15,1
12.3,11.8,2014,15,1
13.7,11.6,2014,15,1
36.1,33.6,2014,15,14
36.4,34,2014,15,7
36.5,36,2014,15,4
36.6,33.9,2014,15,7
37,36.1,2014,15,6
37.6,34.5,2014,15,1
37.9,35.1,2014,15,7
38,36.7,2014,15,1
38.5,47.8,2014,15,11
38.6,34.4,2014,15,3
38.9,48,2014,15,2
40.5,34.5,2014,15,3
42.4,36.7,2014,15,2
43.5,36,2014,15,1
44.8,14.6,2014,15,2
44.9,34.1,2014,15,2
63.3,34.2,2014,15,1
64.2,31.9,2014,15,3
67.8,32.9,2014,15,2
69.2,37.1,2014,15,4
69.8,32.7,2014,15,1
69.9,33.3,2014,15,9
70,32.5,2014,15,1
70.1,34.8,2014,15,5
70.8,36.4,2014,15,3
30,11,2014,14,3
34.6,31.5,2014,14,1
36,33.3,2014,14,8
36.8,35.3,2014,14,7
38.6,48.6,2014,14,3
40.2,35.2,2014,14,8
40.4,35.3,2014,14,4
41.7,36.5,2014,14,1
43.5,33.5,2014,14,1
43.7,34.4,2014,14,1
44.4,33,2014,14,2
44.8,32.9,2014,14,1
45.4,15.5,2014,14,4
63.7,34.4,2014,14,1
64,34.4,2014,14,1
64.5,36.3,2014,14,1
69.3,35.2,2014,14,1
69.7,32.3,2014,14,2
70.8,36.8,2014,14,3
71,34.8,2014,14,3
73.1,33.6,2014,14,1
73.1,33.7,2014,14,1
2,20,2014,13,2
36.4,32.5,2014,13,9
36.5,35.6,2014,13,7
36.7,35.7,2014,13,6
36.8,34.8,2014,13,10
36.9,34.8,2014,13,4
37,35.6,2014,13,3
37.3,34.8,2014,13,6
37.3,35.7,2014,13,1
37.5,47.9,2014,13,10
38,36,2014,13,8
40,35.5,2014,13,8
41,34.4,2014,13,1
44.4,35.1,2014,13,2
44.8,13,2014,13,1
46.4,14.5,2014,13,1
46.8,14.5,2014,13,6
48.3,42.1,2014,13,6
62.9,32.6,2014,13,3
63.4,32.2,2014,13,2
63.6,32.6,2014,13,5
63.8,35.7,2014,13,6
65.5,32.9,2014,13,4
68.8,36.3,2014,13,3
69.8,32.6,2014,13,3
70.5,33.4,2014,13,2
70.7,34.2,2014,13,3
70.8,33.9,2014,13,2
70.9,36.7,2014,13,5
1,20.2,2014,12,1
1.2,19.9,2014,12,1
13.2,11.7,2014,12,2
13.3,11.7,2014,12,1
13.9,11.1,2014,12,3
20.1,32.1,2014,12,1
23.9,13,2014,12,1
30.5,11.9,2014,12,2
34.5,31.6,2014,12,6
36.3,35.9,2014,12,7
37.4,36,2014,12,2
37.5,35,2014,12,6
37.7,47.9,2014,12,1
37.9,36.1,2014,12,4
38.2,48.1,2014,12,3
38.3,48.3,2014,12,4
39.6,35.8,2014,12,4
39.8,47.8,2014,12,5
39.8,48.1,2014,12,3
40.9,34.6,2014,12,3
44.1,35.7,2014,12,1
44.2,33.3,2014,12,2
44.3,32,2014,12,1
44.6,32.7,2014,12,2
46.9,43.1,2014,12,2
61.3,32.4,2014,12,2
62.2,35,2014,12,4
63.3,34.5,2014,12,2
64.8,32.3,2014,12,2
65.9,32.2,2014,12,1
65.9,32.6,2014,12,5
66,32.1,2014,12,4
68,33.1,2014,12,1
68.4,33.2,2014,12,4
68.6,33.3,2014,12,1
68.7,36.8,2014,12,3
68.8,35,2014,12,5
69,34,2014,12,4
69.6,32.7,2014,12,2
69.6,34.1,2014,12,1
70.2,33.5,2014,12,3
70.4,34.9,2014,12,3
70.7,35,2014,12,3
74,34.4,2014,12,3
74.1,34.1,2014,12,1
12.7,10.2,2014,11,1
13.8,11.5,2014,11,1
37.3,34.9,2014,11,3
37.3,35.2,2014,11,6
37.5,47.6,2014,11,10
37.6,48.1,2014,11,10
37.8,47.1,2014,11,4
38.3,48.1,2014,11,11
43.2,36.4,2014,11,1
45.4,15.4,2014,11,3
64.4,31.8,2014,11,1
65.1,35,2014,11,1
65.4,36,2014,11,4
65.9,35.4,2014,11,2
67.4,29,2014,11,1
68,36.3,2014,11,1
68.6,33.8,2014,11,3
68.7,33.5,2014,11,3
69.8,33.3,2014,11,1
69.8,34.9,2014,11,2
69.9,33.5,2014,11,4
70.6,31.9,2014,11,3
71.1,33.5,2014,11,3
71.2,37.1,2014,11,1
71.4,35.2,2014,11,3
2.2,22.6,2014,10,1
9.3,10.6,2014,10,1
10.7,11.2,2014,10,1
24.5,13.3,2014,10,2
24.7,11.5,2014,10,2
30,11.9,2014,10,1
36.6,34.4,2014,10,3
37,35.8,2014,10,6
37.3,36.4,2014,10,5
37.5,35.6,2014,10,1
37.5,36.5,2014,10,2
37.7,48.9,2014,10,3
38.9,47.9,2014,10,9
39.2,36.5,2014,10,2
41.3,36.9,2014,10,3
44.6,13.2,2014,10,4
44.7,15.8,2014,10,1
44.8,14.5,2014,10,1
62.2,34.3,2014,10,8
63.3,35.6,2014,10,3
64.2,26.7,2014,10,1
64.8,35.9,2014,10,3
66.1,36.2,2014,10,4
66.9,32.1,2014,10,6
68.6,33.9,2014,10,2
68.7,36.7,2014,10,2
68.9,34,2014,10,1
69.2,34.6,2014,10,2
69.9,34.6,2014,10,2
70,34.7,2014,10,2
70.1,32.7,2014,10,1
70.1,33.1,2014,10,1
70.4,36.8,2014,10,1
71,34.6,2014,10,1
71.4,35.4,2014,10,1
72.4,34.8,2014,10,2
73.9,34.4,2014,10,3
74.1,34.3,2014,10,3
1.5,15.9,2014,9,1
4.2,36.8,2014,9,4
12.6,10.4,2014,9,3
13.7,10.9,2014,9,1
14.6,11.4,2014,9,2
24.8,13.2,2014,9,1
30,10.9,2014,9,2
32.7,10,2014,9,3
34,29.5,2014,9,2
36.2,33.2,2014,9,7
36.4,32.6,2014,9,6
36.4,32.8,2014,9,6
36.5,35.2,2014,9,5
36.7,34.1,2014,9,6
37,35.9,2014,9,4
37,36,2014,9,3
37.2,34.2,2014,9,7
37.4,34.9,2014,9,2
37.5,35.9,2014,9,4
38.4,48.6,2014,9,6
39.1,48,2014,9,7
39.2,48.7,2014,9,9
44.3,33.8,2014,9,1
49,16,2014,9,6
62.1,33.1,2014,9,1
62.9,31.7,2014,9,3
63.9,30.2,2014,9,4
64.5,32.4,2014,9,2
64.8,32,2014,9,3
69.3,34.6,2014,9,2
70.3,34.1,2014,9,3
70.7,34.1,2014,9,5
70.8,35,2014,9,1
74,34.7,2014,9,5
74.2,34.4,2014,9,7
74.8,33.7,2014,9,3
9.9,11.3,2014,8,1
18.3,30.6,2014,8,2
25,12,2014,8,1
31.1,30.2,2014,8,1
31.4,12.2,2014,8,2
34.2,31.2,2014,8,1
36.3,32.9,2014,8,8
36.5,35.8,2014,8,8
37,36.5,2014,8,7
37.3,35,2014,8,4
38,47.8,2014,8,8
38.5,48.1,2014,8,2
38.5,48.4,2014,8,5
41.1,36.2,2014,8,1
49.1,11,2014,8,3
64.1,31.3,2014,8,3
64.8,31.7,2014,8,2
64.9,36.4,2014,8,2
65.5,36.3,2014,8,1
65.6,32,2014,8,2
67.5,30.4,2014,8,1
67.9,28.2,2014,8,1
68.1,32.6,2014,8,1
68.1,33.1,2014,8,1
68.8,34,2014,8,3
69.8,33.7,2014,8,3
70,33.5,2014,8,3
70.2,33.4,2014,8,2
70.3,34.8,2014,8,3
70.7,37.1,2014,8,1
70.8,36.9,2014,8,2
71,35.2,2014,8,2
71.1,34.8,2014,8,3
72.6,33.6,2014,8,1
74.4,34.5,2014,8,2
74.5,34.3,2014,8,6
75,33.9,2014,8,6
75.1,33.9,2014,8,4
6.7,35.9,2014,7,1
12.1,32.9,2014,7,1
12.5,10.2,2014,7,2
13.2,10.4,2014,7,1
13.3,10.9,2014,7,2
24.9,11.9,2014,7,1
30.5,11.2,2014,7,1
35.2,31.8,2014,7,4
36.4,32.4,2014,7,3
36.5,33.4,2014,7,6
36.6,33.7,2014,7,5
36.6,35.1,2014,7,2
36.7,34.2,2014,7,5
37,35,2014,7,4
37.1,36.6,2014,7,2
37.2,35.5,2014,7,4
37.2,35.9,2014,7,5
37.3,48.5,2014,7,1
37.4,35.2,2014,7,2
37.5,35.2,2014,7,2
37.5,36.2,2014,7,3
37.5,48.2,2014,7,1
37.5,48.7,2014,7,4
37.7,47.2,2014,7,3
37.8,47.5,2014,7,7
37.9,48.1,2014,7,4
38,47.4,2014,7,2
38.6,47.7,2014,7,4
38.6,48.4,2014,7,7
38.8,48.7,2014,7,1
39.7,48.7,2014,7,3
40,35.3,2014,7,2
40.4,35.1,2014,7,3
40.6,35.4,2014,7,2
41,36.1,2014,7,2
41.1,36.4,2014,7,2
44.2,15.8,2014,7,2
44.4,34,2014,7,1
44.5,33.8,2014,7,2
44.6,43.5,2014,7,1
45.4,34,2014,7,1
46.5,14,2014,7,2
46.6,43.2,2014,7,2
46.6,43.3,2014,7,6
46.7,43.9,2014,7,2
46.8,13.6,2014,7,1
49.2,11.3,2014,7,4
62.1,32.8,2014,7,2
62.4,34.9,2014,7,1
62.6,34.7,2014,7,1
62.9,34.9,2014,7,1
63.8,30.6,2014,7,1
64.1,30.9,2014,7,3
64.2,31.7,2014,7,4
64.2,31.8,2014,7,4
64.6,31.9,2014,7,1
65,32.4,2014,7,2
66.2,30.2,2014,7,1
67.1,36.7,2014,7,3
67.3,32.4,2014,7,1
67.4,32,2014,7,1
67.6,31.9,2014,7,1
68.4,33.1,2014,7,1
68.4,37,2014,7,1
69.1,34.2,2014,7,3
69.1,37.1,2014,7,1
69.2,34.2,2014,7,2
69.3,32.3,2014,7,1
69.4,32.3,2014,7,1
70.1,33.4,2014,7,1
70.2,34.7,2014,7,3
70.3,34.4,2014,7,2
70.9,34.7,2014,7,3
70.9,37,2014,7,3
71.2,34.9,2014,7,3
71.5,35.2,2014,7,1
71.8,34.2,2014,7,1
71.9,34.9,2014,7,1
74.6,32.4,2014,7,3
0.3,17.8,2014,6,1
3.7,36.8,2014,6,2
8.8,35.2,2014,6,3
12.5,11.8,2014,6,2
13.2,10.7,2014,6,1
34,31.2,2014,6,1
35.8,35.6,2014,6,4
35.9,33.3,2014,6,5
36.1,35.8,2014,6,1
36.3,33.1,2014,6,6
36.3,33.7,2014,6,4
36.7,34.6,2014,6,2
36.9,35.6,2014,6,6
36.9,36,2014,6,3
37,35.4,2014,6,4
37.1,35.8,2014,6,3
37.6,47.9,2014,6,1
37.9,47.5,2014,6,3
38.3,35.5,2014,6,2
38.5,47.9,2014,6,6
38.8,48.8,2014,6,6
38.9,48.1,2014,6,3
39.1,48.9,2014,6,6
39.9,35.6,2014,6,2
40.2,35.4,2014,6,8
40.3,36.4,2014,6,2
40.8,34.9,2014,6,3
40.9,35.9,2014,6,1
44,14,2014,6,1
44.6,34.8,2014,6,1
44.7,13.8,2014,6,1
47.5,39.6,2014,6,4
48.7,15.9,2014,6,2
61.2,34.2,2014,6,2
62.3,33.4,2014,6,2
62.8,32.6,2014,6,1
63.6,34.8,2014,6,2
64.3,31.5,2014,6,1
64.6,34,2014,6,2
64.8,36.1,2014,6,3
65.2,31.1,2014,6,4
65.2,32,2014,6,3
65.2,35.7,2014,6,1
65.5,33.5,2014,6,1
65.6,31.6,2014,6,2
65.8,30.1,2014,6,1
66,32.7,2014,6,1
66.9,32.4,2014,6,1
67.3,31.4,2014,6,3
67.4,32.5,2014,6,4
67.7,29.2,2014,6,1
68.7,33.7,2014,6,2
68.7,34.4,2014,6,2
69,34.1,2014,6,2
69.3,37.1,2014,6,4
69.4,37.1,2014,6,1
69.7,34.8,2014,6,1
70.3,34.9,2014,6,1
70.4,34.1,2014,6,3
70.6,34.1,2014,6,1
70.7,34.7,2014,6,1
71.2,36.7,2014,6,1
71.6,34.2,2014,6,2
71.6,35.4,2014,6,1
72.7,34.7,2014,6,1
3.9,36.7,2014,5,3
8.8,36.3,2014,5,1
8.9,35.3,2014,5,3
11.3,11.1,2014,5,1
12.5,13.1,2014,5,1
13,32.5,2014,5,1
24.5,13.1,2014,5,1
29.8,11.8,2014,5,1
31.2,11.5,2014,5,1
31.8,30.7,2014,5,1
36.1,33.3,2014,5,5
36.3,35.6,2014,5,3
36.5,34.5,2014,5,2
36.5,34.6,2014,5,4
36.6,32.7,2014,5,1
36.9,35.3,2014,5,4
37,35.3,2014,5,2
37.1,34.2,2014,5,5
37.2,35.8,2014,5,3
37.3,48,2014,5,5
37.5,36,2014,5,1
37.7,47.5,2014,5,3
37.9,48.2,2014,5,3
38,34.7,2014,5,2
38.4,48.2,2014,5,5
38.5,47.7,2014,5,1
38.5,48.9,2014,5,4
38.8,35.8,2014,5,1
38.9,34.9,2014,5,4
39,47.9,2014,5,2
41.4,36.9,2014,5,1
41.5,36,2014,5,1
43.1,16.4,2014,5,1
43.3,36.2,2014,5,2
43.5,43.7,2014,5,2
44.2,33.8,2014,5,1
44.4,33.6,2014,5,1
46.1,13.8,2014,5,2
47.1,14.3,2014,5,1
61.8,32,2014,5,1
62.2,32.6,2014,5,1
63.3,33.8,2014,5,1
63.6,35,2014,5,3
63.8,35,2014,5,1
64.4,35.8,2014,5,2
64.5,31.7,2014,5,2
64.6,31.7,2014,5,1
64.7,31.9,2014,5,3
64.7,32.1,2014,5,1
65.4,32.6,2014,5,3
65.6,32.9,2014,5,3
65.6,36.7,2014,5,1
65.7,31.7,2014,5,2
65.9,35.5,2014,5,1
66.3,33.4,2014,5,3
66.6,36.8,2014,5,1
66.8,32.1,2014,5,2
67.6,32.8,2014,5,2
67.7,32.8,2014,5,1
68.2,33.2,2014,5,1
68.3,34.2,2014,5,3
68.4,33.6,2014,5,1
68.7,34.5,2014,5,1
68.9,36.5,2014,5,2
69,37.1,2014,5,1
69.3,32.7,2014,5,2
69.4,36.4,2014,5,2
69.5,33.2,2014,5,1
69.8,34.6,2014,5,1
70,30,2014,5,1
70,32.8,2014,5,1
70.1,32.8,2014,5,1
70.1,34.5,2014,5,1
70.2,36.6,2014,5,1
70.3,34.2,2014,5,2
70.3,34.3,2014,5,1
70.8,34,2014,5,2
70.9,34.3,2014,5,1
70.9,36.8,2014,5,2
71.4,33.7,2014,5,1
71.5,33.7,2014,5,1
71.6,33.8,2014,5,1
71.7,34.1,2014,5,2
72.3,34.2,2014,5,2
74.9,32.5,2014,5,3
74.9,34,2014,5,2
1.4,18.7,2014,4,1
2.9,36.1,2014,4,1
3.7,36.5,2014,4,2
8.5,36.2,2014,4,1
8.8,36.6,2014,4,1
12.6,32.3,2014,4,1
13.3,12,2014,4,1
13.8,11.4,2014,4,1
23.9,14.8,2014,4,2
25.8,14.4,2014,4,2
34.4,11.8,2014,4,1
35.9,35.9,2014,4,1
36,33.7,2014,4,3
36.2,34.7,2014,4,1
36.3,35.1,2014,4,3
36.4,36,2014,4,3
36.5,32.6,2014,4,1
36.9,35.5,2014,4,1
37,33,2014,4,1
37,35.1,2014,4,3
37.1,35.2,2014,4,4
37.2,33.1,2014,4,5
37.2,33.9,2014,4,1
37.2,48.5,2014,4,2
37.3,35.1,2014,4,3
37.3,35.3,2014,4,3
37.5,48,2014,4,3
37.6,33.4,2014,4,2
37.6,35.5,2014,4,1
37.6,47.8,2014,4,2
37.6,48,2014,4,1
37.6,48.8,2014,4,5
37.7,35.6,2014,4,2
37.7,47.3,2014,4,1
37.8,34.7,2014,4,1
38.2,47.2,2014,4,3
38.3,48.2,2014,4,3
38.5,48.3,2014,4,4
39,48.8,2014,4,3
39.4,48.7,2014,4,2
39.8,48.9,2014,4,1
39.8,49.1,2014,4,2
39.9,48.2,2014,4,1
43.2,14.9,2014,4,1
43.6,43.5,2014,4,1
44,35.2,2014,4,1
44.3,33.5,2014,4,1
44.7,13.7,2014,4,1
44.9,14.3,2014,4,1
44.9,14.4,2014,4,1
45.1,43.3,2014,4,1
45.9,13.9,2014,4,2
46.5,14.5,2014,4,1
47,14.3,2014,4,1
47,16.9,2014,4,2
47,42.3,2014,4,1
47.4,43,2014,4,1
47.9,42.6,2014,4,1
49.6,14.8,2014,4,4
61.2,35.3,2014,4,1
62,33.4,2014,4,1
62.4,32.6,2014,4,1
64.1,30.6,2014,4,1
64.2,31.1,2014,4,1
64.3,31.6,2014,4,2
64.5,31.6,2014,4,1
64.7,36,2014,4,1
64.9,31.6,2014,4,1
65,34.1,2014,4,3
65,36.1,2014,4,1
65.5,32.3,2014,4,1
65.6,32.6,2014,4,1
66,31.3,2014,4,1
66,36.2,2014,4,1
66.1,31.2,2014,4,1
66.2,31.8,2014,4,1
66.6,31.5,2014,4,1
67,32.4,2014,4,1
67.6,32.9,2014,4,1
68.5,33.3,2014,4,4
68.5,35.8,2014,4,1
68.6,33.5,2014,4,2
69,36.7,2014,4,4
69.1,34.1,2014,4,2
69.2,34.3,2014,4,1
69.3,34.5,2014,4,2
69.4,32.9,2014,4,1
69.5,32.2,2014,4,1
69.6,32.9,2014,4,1
69.7,34.9,2014,4,2
69.8,34.4,2014,4,1
69.9,33.8,2014,4,2
70.1,34.3,2014,4,2
70.4,34.4,2014,4,1
70.4,37.5,2014,4,1
70.5,32.8,2014,4,1
70.7,34.4,2014,4,1
70.7,37.7,2014,4,1
71.1,30,2014,4,1
71.1,36.8,2014,4,1
71.3,34.8,2014,4,3
71.6,36.7,2014,4,1
74.3,34.5,2014,4,1
74.5,32.5,2014,4,2
74.7,32.6,2014,4,10
74.9,33.8,2014,4,4
74.9,33.9,2014,4,3
75.1,32.6,2014,4,4
75.5,32.4,2014,4,1
-2.5,16.8,2014,3,1
2,33.7,2014,3,1
3.6,36.8,2014,3,1
3.7,36.7,2014,3,1
3.9,36.2,2014,3,2
3.9,36.9,2014,3,1
4.4,34.2,2014,3,1
4.7,23.8,2014,3,1
6,36.8,2014,3,2
13.3,11.9,2014,3,1
13.4,10.2,2014,3,1
14.4,11.3,2014,3,1
14.8,10.9,2014,3,1
24.3,13.3,2014,3,1
31.2,30,2014,3,2
33.6,28.2,2014,3,1
34.3,31.2,2014,3,1
35.1,31.5,2014,3,2
35.1,31.7,2014,3,3
35.3,32.5,2014,3,2
36.2,33.1,2014,3,6
36.2,35.7,2014,3,2
36.5,34.2,2014,3,1
