country,year,threat_land_log,gpr_mean
NL,2023,4.137325119454429,0.12523365703721842
NO,2010,0,0.034906204246605434
NO,2011,0.0032353374169618214,0.04166937588403622
NO,2012,0.10049084809084788,0.03373307406824703
NO,2013,0.04803858143319963,0.04500244363831977
NO,2014,0.4778421719857451,0.05029806448146701
NO,2015,0,0.045470029736558594
NO,2016,0.3205859185938775,0.04411680934329828
NO,2017,0.020540474636497854,0.04114677105098963
NO,2018,0.03242521156105355,0.038239790010266006
NO,2019,0.11949575166143324,0.08362865789482991
NO,2020,0.44396890406955547,0.04111199100346615
NO,2021,0.046318296112962926,0.06736681563779712
NO,2022,4.441103747196935,0.16171846662958464
NO,2023,4.3221321909902,0.10584220197051764
PL,2010,0,0.038192089879885316
PL,2011,0.04315337124717288,0.023711932629036408
PL,2012,0.3750180183083097,0.026965181692503393
PL,2013,0.13718887827776263,0.022110389681377757
PL,2014,1.827183204234884,0.13712268260618052
PL,2015,0,0.06916598440147936
PL,2016,0.5648940339052754,0.09487279287228982
PL,2017,0.2501523024578788,0.07600001059472561
PL,2018,0.10485547055469106,0.07417188305407763
PL,2019,0.09284038981869427,0.07064726017415524
PL,2020,0.0227043553646354,0.05951321745912234
PL,2021,0.1330347315322482,0.15414279699325562
PL,2022,6.593765027536911,0.6736554565529028
PL,2023,6.479530379301466,0.21994574864705405
PT,2010,0,0.04381025730011364
PT,2011,0.00196559734808576,0.03355215551952521
PT,2012,0.00552372923623831,0.01862937945406884
PT,2013,8.36325120092068e-4,0.010693513225608816
PT,2014,0.03359405486872405,0.018095328006893396
PT,2015,0,0.023691170460854966
PT,2016,0.007335275332602174,0.025777318126832444
PT,2017,0.011428519101881708,0.023041576069469254
PT,2018,0.0025390370962254448,0.013757176037567357
PT,2019,0.06437598375958783,0.01471258862875402
PT,2020,3.6149236796411945e-4,0.011928610891724626
PT,2021,8.206050626369482e-4,0.011788071986908713
PT,2022,1.7955683647791443,0.02577875255762289
PT,2023,1.714436033836609,0.01975404502203067
